source_folder,source_file,family,system_label,refrigerant,pi1,pi2,pi3,pi4,pi5,m_flow_g_s,m_flow_kg_s,Pin_Pa,Pout_Pa,deltaP_Pa,subcooling_K,Tin_K,rho_in_kg_m3,pcrit_Pa,tcrit_K,Aref_m2,Cd_true,dataset_sha256
Daten LOGIN,fixed_data_simple_35_R1234yf_R32_64_36.pkl,35_R1234yf_R32_64_36,simple,R1234yf_R32_64_36,0.24644590841823447,0.008430086362589502,1.1676495016149113,2.0810904672044773e-06,2.3600773811340323,21583.49594116211,21.58349594116211,1430117.1875,372772.216796875,1057344.970703125,3.028293256759645,302.8912946564597,1025.549042507141,4290373.4027863955,359.2244641998463,2.544690049407732e-06,182.13161218697235,4df3f819626f238fc391778b9d369db110f3e06be0042b605d867c2614dcd645
Daten LOGIN,fixed_data_simple_35_R1234yf_R32_64_36.pkl,35_R1234yf_R32_64_36,simple,R1234yf_R32_64_36,0.2620457554286845,0.007298236943155122,1.1670019780991505,2.1191584122389347e-06,1.8799999952316286,16551.63047790527,16.55163047790527,1417121.58203125,292847.4426269532,1124274.1394042969,2.621705255508423,302.9274264658165,1025.2587509745683,4290373.4027863955,359.2244641998463,2.544690049407732e-06,135.4684118949349,4df3f819626f238fc391778b9d369db110f3e06be0042b605d867c2614dcd645
newdata2,fixed_data_ihx_35_R1270.pkl,35_R1270,ihx,R1270,0.1660574987350782,0.006718264594381373,1.7104939308219775,2.2013175159861163e-06,10.0,19549.039077758785,19.549039077758785,1456457.51953125,700065.6127929689,756391.9067382811,2.4468658661842344,305.32525296972256,493.82611347759064,4555000.0,364.211,2.544690049407732e-06,281.07036837178657,5bc8b586deb2718e9dc43489e81e37e46cfb3eb36219c59dc0dd6de20034fe12
newdata2,fixed_data_ihx_35_R1270.pkl,35_R1270,ihx,R1270,0.18509644760651067,0.006994717401516212,1.713208463960051,2.213480762171238e-06,1.0,16528.74729156495,16.528747291564947,1452231.4453125,609117.1264648439,843114.3188476561,2.547553019523621,305.10049249768076,494.24912393949484,4555000.0,364.211,2.544690049407732e-06,224.99551636451687,5bc8b586deb2718e9dc43489e81e37e46cfb3eb36219c59dc0dd6de20034fe12
newdata2,fixed_data_ihx_35_R1270.pkl,35_R1270,ihx,R1270,0.20340712847746292,0.006475148649964135,1.716766173570157,2.2294617237246983e-06,1.7999999523162802,13710.064487457274,13.710064487457274,1446723.6328125,520204.16259765637,926519.4702148436,2.3583203649520876,305.12762455855375,494.1737862655106,4555000.0,364.211,2.544690049407732e-06,178.04200686221492,5bc8b586deb2718e9dc43489e81e37e46cfb3eb36219c59dc0dd6de20034fe12
newdata2,fixed_data_ihx_35_R1270.pkl,35_R1270,ihx,R1270,0.22964534487342203,0.006362834581441175,1.7228118122488356,2.2567212668533567e-06,1.1000000238418595,9973.787097930906,9.973787097930906,1437443.84765625,391409.3017578126,1046034.5458984374,2.317414345741272,304.8943938050904,494.59222322959175,4555000.0,364.211,2.544690049407732e-06,121.84663742478648,5bc8b586deb2718e9dc43489e81e37e46cfb3eb36219c59dc0dd6de20034fe12
Daten LOGIN,fixed_data_simple_35_R1270.pkl,35_R1270,simple,R1270,0.18938190615137895,0.017311223522197078,1.6785544540175648,2.0601742096422455e-06,2.9674057960510276,17979.869117736824,17.979869117736826,1507768.5546875,645133.9721679689,862634.5825195311,6.30493803024292,302.95303148718517,498.6055748909922,4555000.0,364.211,2.544690049407732e-06,240.9043483936895,f503e801edc5c02881552a35a20b326517df0b0de1d114d1a8e2ddd2002aa734
Daten LOGIN,fixed_data_simple_35_R1270.pkl,35_R1270,simple,R1270,0.2062052989503293,0.01627571633965572,1.684539035090009,2.0863434418518333e-06,2.4403721094131474,15362.86760330201,15.362867603302009,1497926.025390625,558660.888671875,939265.13671875,5.927794923782349,303.0480544684142,498.3873986869704,4555000.0,364.211,2.544690049407732e-06,197.30803461444088,f503e801edc5c02881552a35a20b326517df0b0de1d114d1a8e2ddd2002aa734
Daten LOGIN,fixed_data_simple_35_R1270.pkl,35_R1270,simple,R1270,0.21856066371947033,0.015582416470459926,1.6916064256351264,2.117412380861739e-06,2.102161979675293,13370.993766784675,13.370993766784675,1486440.4296875,490896.6064453126,995543.8232421874,5.675287485122681,302.9696273209919,498.49281177753556,4555000.0,364.211,2.544690049407732e-06,166.78391182493414,f503e801edc5c02881552a35a20b326517df0b0de1d114d1a8e2ddd2002aa734
Daten LOGIN,fixed_data_simple_35_R1270.pkl,35_R1270,simple,R1270,0.2348199670584351,0.013218181679371098,1.7114874160154037,2.2057660749980984e-06,1.7159263074398046,10304.949026107783,10.304949026107783,1454908.447265625,385303.49731445324,1069604.9499511719,4.814207167625427,302.9124630400209,498.481349706568,4555000.0,364.211,2.544690049407732e-06,124.01088285531776,f503e801edc5c02881552a35a20b326517df0b0de1d114d1a8e2ddd2002aa734
newdata2,fixed_data_simple_35_R1270_2.pkl,35_R1270_2,simple,R1270,0.18174654880025382,0.013342471527176946,1.7052715172186546,2.1779906477392076e-06,2.88191032409668,17779.480819702145,17.779480819702144,1464645.99609375,636790.4663085939,827855.5297851561,4.859474897384643,303.15230250992056,498.061403142269,4555000.0,364.211,2.544690049407732e-06,243.30468106929175,599825fcdb80c712f4c0b0f71310567db4382a9d3a2c195374f6aaac9069a3c4
newdata2,fixed_data_simple_35_R1270_2.pkl,35_R1270_2,simple,R1270,0.19791825228543497,0.013144286327961741,1.710070143450432,2.199420977398815e-06,2.488367795944211,15322.09703445434,15.322097034454341,1457119.140625,555601.5014648438,901517.6391601562,4.787293667793274,303.00422587164405,498.31498774265197,4555000.0,364.211,2.544690049407732e-06,200.87654492450358,599825fcdb80c712f4c0b0f71310567db4382a9d3a2c195374f6aaac9069a3c4
newdata2,fixed_data_simple_35_R1270_2.pkl,35_R1270_2,simple,R1270,0.21193610483414516,0.012417004877217279,1.7136519438141504,2.215470388388818e-06,2.160000085830689,13308.426666259757,13.308426666259757,1451542.96875,486174.01123046887,965368.9575195311,4.522409763336182,303.1053977798697,498.10066591856395,4555000.0,364.211,2.544690049407732e-06,168.64427415129606,599825fcdb80c712f4c0b0f71310567db4382a9d3a2c195374f6aaac9069a3c4
