r,count_on_policy,count_off_policy,expression,traversal,nmse_test,nmse_test_noiseless,success
0.4201094321371935,1,0,-x1 + x5/(x2*x3),"sub,div,x5,mul,x2,x3,x1",1.9053169242673749,1.9053169242673749,False
0.42000638907415017,1,0,x3/x2,"div,div,x3,div,x2,x5,x5",1.9069294471967655,1.9069294471967655,False
0.41938075708687395,1,0,x2 + (x1*x3 - 2*x1 + x3)/x2,"add,x2,div,add,sub,sub,mul,x1,x3,x1,x1,x3,x2",1.916751675445779,1.916751675445779,False
0.41935236075137255,1,0,x5/(x2*(x2 + x3)),"div,x5,mul,x2,add,x3,x2",1.9171987839728222,1.9171987839728222,False
0.41913370823639395,1,0,(-x3*x5 + x3 - x4 + x5/x2)/x3,"div,add,sub,x3,mul,x5,x3,sub,div,x5,x2,x4,x3",1.920645308814847,1.920645308814847,False
0.41896843040347204,1,0,x1*(x1*x5 - x5)/(x2*x5) + x3/x2,"add,mul,div,div,x1,x2,x5,sub,mul,x5,x1,x5,div,x3,x2",1.9232549557130787,1.9232549557130787,False
0.41782879749908747,1,0,x1/x4 - x3*x5/(x2*(x1 - x5)),"sub,div,x1,x4,div,div,x5,div,x2,x3,sub,x1,x5",1.9413538435076334,1.9413538435076334,False
0.41765907825549586,1,0,-x5 + x4*(x4 + x5)/(2*x2**2*x3),"sub,div,div,div,add,x4,x5,div,add,x2,x2,x4,x3,x2,x5",1.9440649381690678,1.9440649381690678,False
0.4163155631983713,1,0,-x1 + x2 + x5 + (-x1 + x3)/x2,"sub,add,add,x2,x5,div,sub,x3,x1,x2,x1",1.9656714691636261,1.9656714691636261,False
0.4134563501655848,1,0,(x1 + x2 + x5/x4)/x2,"div,add,add,sub,x1,sub,x3,x3,div,x5,x4,x2,x2",2.0125252667746087,2.0125252667746087,False
0.4120539099811172,1,0,(x1 + 1)/x2,"div,add,x1,div,x5,x5,x2",2.035949183913563,2.035949183913563,False
0.4120539099811172,1,0,(x1 + (x1 - x4)/(x4*(x1 - x2)))/x2,"div,add,div,sub,x1,x4,mul,sub,x1,x2,x4,x1,x2",2.035949183913563,2.035949183913563,False
0.41181085117027094,1,0,x1 + 2*x1*x5/x2,"add,x1,mul,x1,div,div,mul,x5,add,x5,x5,x2,x5",2.040038879079443,2.040038879079443,False
0.4113843744997514,1,0,2*x1*x5/x2 - x4,"sub,div,mul,x5,add,x1,x1,x2,x4",2.0472363757634624,2.0472363757634624,False
0.4103888746055992,1,0,-x2*x4 + x5 + x5/(x2*(x1 + x3)),"add,sub,div,div,x5,add,x3,x1,x2,mul,x4,x2,x5",2.064144903882774,2.064144903882774,False
0.40921550485148644,1,0,x5 + (x4*x5 + 2*x5)/x1**2,"add,x5,div,div,add,mul,x4,x5,add,x5,x5,x1,x1",2.0842701895212197,2.0842701895212197,False
0.4070840780697851,1,0,x2*(2*x1*x3**2/x2**2 + x3),"mul,add,mul,div,x3,x2,div,mul,add,x3,x3,x1,x2,x3,x2",2.12137766815149,2.12137766815149,False
0.40500858677333934,1,0,(x1*x2/x4 + x5)/(x2*x5),"div,div,add,div,div,mul,x2,mul,x1,x1,x1,x4,x5,x5,x2",2.1582061924227376,2.1582061924227376,False
0.4021799978696662,1,0,(-x1*x5 + x1 + x5)/x2,"div,add,sub,x1,mul,x5,x1,x5,x2",2.2095302339609546,2.2095302339609546,False
0.3976313620800666,1,0,(x1/x4 - x2 + x3 - x4)/x2,"div,sub,add,sub,x5,add,x5,sub,x2,div,x1,x4,x3,x4,x2",2.2948982940299576,2.2948982940299576,False
0.39684703007297856,1,0,x3*x5/(2*x2 - x4),"mul,x5,div,x3,sub,x2,mul,x2,div,sub,x4,x2,x2",2.30998240712023,2.30998240712023,False
0.3966453736032644,1,0,x3*x5/(x2 + x2/(x1*x3)),"div,x3,div,add,x2,div,x2,mul,x3,x1,x5",2.3138782726802534,2.3138782726802534,False
0.39543777265153063,1,0,x3*x5/(2*x2),"mul,x1,div,x5,div,mul,x2,add,x1,x1,x3",2.337360583793898,2.337360583793898,False
0.3953323091485645,1,0,(-x5 + (x1 - x2)/x2)/(x1/x3 - x4),"div,sub,div,sub,x1,x2,x2,x5,sub,div,x1,x3,x4",2.3394238268603065,2.3394238268603065,False
0.3951039616868752,1,0,x1 + x5 + 1/x2,"sub,x1,sub,div,div,x3,sub,sub,x4,x2,x4,x3,x5",2.3438980170903947,2.3438980170903947,False
0.3947052967816727,1,0,x1*(x5 + 1/x2)/(x4*x5),"mul,div,div,x1,x5,x4,add,div,div,x2,x2,x2,x5",2.3517320510783595,2.3517320510783595,False
0.39280742823442727,1,0,x3 + x3/(x2*x4*(x1*x2/x3 + x2)),"add,div,div,div,x3,add,mul,div,x2,x3,x1,x2,x4,x2,x3",2.389425618964722,2.389425618964722,False
